task,scenario,accuracy,samples_per_second,accelerator_type,input_resolution,benchmark_model,input_size,model_family,width_multiplier,throughput_offline,relative_flops,throughput_singlestream,multicore_efficiency
Image Classification,Offline,76.26,249.4357346,Qualcomm QCS6490,inputResolution:176,resnet101_w1_0,176,ResNet-101,1.0,249.4357346,0.6173469387755102,244.99236284082355,1.0181367766229652
Image Classification,Offline,73.29,390.9086304,Qualcomm QCS6490,inputResolution:176,resnet50_w1_0,176,ResNet-50,1.0,390.9086304,0.6173469387755102,383.60838104123076,1.019030474096927
Image Classification,Offline,64.17,1050.776028,Qualcomm QCS6490,inputResolution:176,mobilenetv2_w1_0,176,MobileNetV2,1.0,1050.776028,0.6173469387755102,988.2257155364409,1.063295572539928
Image Classification,Offline,74.66,250.6932305,Qualcomm QCS6490,inputResolution:160,resnet101_w1_0,160,ResNet-101,1.0,250.6932305,0.5102040816326531,244.1964859596741,1.0266045783369657
Image Classification,Offline,72.04,397.5774937,Qualcomm QCS6490,inputResolution:160,resnet50_w1_0,160,ResNet-50,1.0,397.5774937,0.5102040816326531,381.7788486774594,1.0413816665780975
Image Classification,Offline,61.43,1005.870142,Qualcomm QCS6490,inputResolution:160,mobilenetv2_w1_0,160,MobileNetV2,1.0,1005.870142,0.5102040816326531,921.3820713748639,1.0916971072587347
Image Classification,Offline,72.6,182.0797023,Qualcomm QCS6490,inputResolution:144,resnet101_w1_0,144,ResNet-101,1.0,182.0797023,0.41326530612244905,151.9632079652454,1.1981828018637404
Image Classification,Offline,69.97,291.5557471,Qualcomm QCS6490,inputResolution:144,resnet50_w1_0,144,ResNet-50,1.0,291.5557471,0.41326530612244905,217.4998089503428,1.3404873710328862
Image Classification,Offline,58.44,638.7313384,Qualcomm QCS6490,inputResolution:144,mobilenetv2_w1_0,144,MobileNetV2,1.0,638.7313384,0.41326530612244905,359.06469449569335,1.7788753619931883
Image Classification,Offline,69.74,208.0611145,Qualcomm QCS6490,inputResolution:128,resnet101_w1_0,128,ResNet-101,1.0,208.0611145,0.32653061224489793,173.88794183149537,1.1965241080466629
Image Classification,Offline,66.41,309.2967585,Qualcomm QCS6490,inputResolution:128,resnet50_w1_0,128,ResNet-50,1.0,309.2967585,0.32653061224489793,237.69302183020417,1.3012445890016322
Image Classification,Offline,54.08,682.8910818,Qualcomm QCS6490,inputResolution:128,mobilenetv2_w1_0,128,MobileNetV2,1.0,682.8910818,0.32653061224489793,443.4104703489867,1.54008785868888
Image Classification,Offline,65.02,207.4252043,Qualcomm QCS6490,inputResolution:112,resnet101_w1_0,112,ResNet-101,1.0,207.4252043,0.25,181.62735005634877,1.1420372770711438
Image Classification,Offline,62.33,296.4150191,Qualcomm QCS6490,inputResolution:112,resnet50_w1_0,112,ResNet-50,1.0,296.4150191,0.25,248.8472477858334,1.191152491086038
Image Classification,Offline,48.09,601.7427525,Qualcomm QCS6490,inputResolution:112,mobilenetv2_w1_0,112,MobileNetV2,1.0,601.7427525,0.25,472.9305476836857,1.2723702358564264
Image Classification,Offline,56.76,205.3554703,Qualcomm QCS6490,inputResolution:96,resnet101_w1_0,96,ResNet-101,1.0,205.3554703,0.18367346938775508,188.02101142850012,1.0921942645654354
Image Classification,Offline,54.09,309.1056327,Qualcomm QCS6490,inputResolution:96,resnet50_w1_0,96,ResNet-50,1.0,309.1056327,0.18367346938775508,269.673273481096,1.1462227187362275
Image Classification,Offline,39.36,665.1312323,Qualcomm QCS6490,inputResolution:96,mobilenetv2_w1_0,96,MobileNetV2,1.0,665.1312323,0.18367346938775508,486.37545711778466,1.367526306202836
Image Classification,Offline,46.76,210.6379716,Qualcomm QCS6490,inputResolution:80,resnet101_w1_0,80,ResNet-101,1.0,210.6379716,0.12755102040816327,188.20238163940928,1.119209915226135
Image Classification,Offline,43.72,306.109658,Qualcomm QCS6490,inputResolution:80,resnet50_w1_0,80,ResNet-50,1.0,306.109658,0.12755102040816327,266.10619521753256,1.1503289419841054
Image Classification,Offline,29.37,620.2897481,Qualcomm QCS6490,inputResolution:80,mobilenetv2_w1_0,80,MobileNetV2,1.0,620.2897481,0.12755102040816327,548.8281713684769,1.130207559413973
Image Classification,Offline,31.49,214.5907938,Qualcomm QCS6490,inputResolution:64,resnet101_w1_0,64,ResNet-101,1.0,214.5907938,0.08163265306122448,196.63848128675835,1.0912960291178295
Image Classification,Offline,28.94,314.1551162,Qualcomm QCS6490,inputResolution:64,resnet50_w1_0,64,ResNet-50,1.0,314.1551162,0.08163265306122448,293.4852586618915,1.0704289463544099
Image Classification,Offline,16.4,628.8789989,Qualcomm QCS6490,inputResolution:64,mobilenetv2_w1_0,64,MobileNetV2,1.0,628.8789989,0.08163265306122448,582.4713841215894,1.0796736389863972
Image Classification,Offline,15.94,213.8529993,Qualcomm QCS6490,inputResolution:48,resnet101_w1_0,48,ResNet-101,1.0,213.8529993,0.04591836734693877,197.67101257450798,1.0818632257443035
Image Classification,Offline,13.72,314.4853619,Qualcomm QCS6490,inputResolution:48,resnet50_w1_0,48,ResNet-50,1.0,314.4853619,0.04591836734693877,294.2339682177277,1.0688275177911704
Image Classification,Offline,6.84,703.6891924,Qualcomm QCS6490,inputResolution:48,mobilenetv2_w1_0,48,MobileNetV2,1.0,703.6891924,0.04591836734693877,605.1605471112479,1.1628140594410552
Image Classification,Offline,74.21,388.8672004,RTX PRO 6000 Max-Q,inputResolution:448,resnet101_w1_0,448,ResNet-101,1.0,388.8672004,4.0,99.90192298544173,3.892489641632503
Image Classification,Offline,72.05,550.9599579,RTX PRO 6000 Max-Q,inputResolution:448,resnet50_w1_0,448,ResNet-50,1.0,550.9599579,4.0,199.46467626302302,2.7621931272356193
Image Classification,Offline,59.46,1004.692149,RTX PRO 6000 Max-Q,inputResolution:448,mobilenetv2_w1_0,448,MobileNetV2,1.0,1004.692149,4.0,661.3393808745864,1.519177865487683
Image Classification,Offline,74.86,421.5256887,RTX PRO 6000 Max-Q,inputResolution:432,resnet101_w1_0,432,ResNet-101,1.0,421.5256887,3.719387755102041,99.76203402879788,4.225311691001809
Image Classification,Offline,72.64,621.8474394,RTX PRO 6000 Max-Q,inputResolution:432,resnet50_w1_0,432,ResNet-50,1.0,621.8474394,3.719387755102041,200.18196480546226,3.1064109097156387
Image Classification,Offline,59.54,1247.574005,RTX PRO 6000 Max-Q,inputResolution:432,mobilenetv2_w1_0,432,MobileNetV2,1.0,1247.574005,3.719387755102041,625.6089251080922,1.9941755223272193
Image Classification,Offline,75.53,474.1204964,RTX PRO 6000 Max-Q,inputResolution:416,resnet101_w1_0,416,ResNet-101,1.0,474.1204964,3.4489795918367347,102.9951331823012,4.603329125860807
Image Classification,Offline,73.21,686.7520314,RTX PRO 6000 Max-Q,inputResolution:416,resnet50_w1_0,416,ResNet-50,1.0,686.7520314,3.4489795918367347,208.88566480456765,3.287693447238333
Image Classification,Offline,61.12,1357.114863,RTX PRO 6000 Max-Q,inputResolution:416,mobilenetv2_w1_0,416,MobileNetV2,1.0,1357.114863,3.4489795918367347,733.5508184850368,1.8500625025581414
Image Classification,Offline,76.07,495.7116883,RTX PRO 6000 Max-Q,inputResolution:400,resnet101_w1_0,400,ResNet-101,1.0,495.7116883,3.188775510204082,105.32812069842754,4.706356526756112
Image Classification,Offline,73.46,709.277209,RTX PRO 6000 Max-Q,inputResolution:400,resnet50_w1_0,400,ResNet-50,1.0,709.277209,3.188775510204082,212.74744674412145,3.3338929319940167
Image Classification,Offline,61.6,1454.311734,RTX PRO 6000 Max-Q,inputResolution:400,mobilenetv2_w1_0,400,MobileNetV2,1.0,1454.311734,3.188775510204082,742.5047554886511,1.9586564574160878
Image Classification,Offline,76.37,523.3456113,RTX PRO 6000 Max-Q,inputResolution:384,resnet101_w1_0,384,ResNet-101,1.0,523.3456113,2.9387755102040813,134.83283318150055,3.881440439625832
Image Classification,Offline,74.22,713.8107623,RTX PRO 6000 Max-Q,inputResolution:384,resnet50_w1_0,384,ResNet-50,1.0,713.8107623,2.9387755102040813,241.95597789352175,2.950167912834659
Image Classification,Offline,63.23,1245.425769,RTX PRO 6000 Max-Q,inputResolution:384,mobilenetv2_w1_0,384,MobileNetV2,1.0,1245.425769,2.9387755102040813,815.1478308414089,1.5278526444883638
Image Classification,Offline,76.91,572.9012005,RTX PRO 6000 Max-Q,inputResolution:368,resnet101_w1_0,368,ResNet-101,1.0,572.9012005,2.6989795918367343,134.35336973305587,4.264137190144813
Image Classification,Offline,74.25,816.6238513,RTX PRO 6000 Max-Q,inputResolution:368,resnet50_w1_0,368,ResNet-50,1.0,816.6238513,2.6989795918367343,245.25485745577993,3.329694913166967
Image Classification,Offline,63.57,1525.193451,RTX PRO 6000 Max-Q,inputResolution:368,mobilenetv2_w1_0,368,MobileNetV2,1.0,1525.193451,2.6989795918367343,818.1004716257592,1.8643106854211684
Image Classification,Offline,76.95,628.2412723,RTX PRO 6000 Max-Q,inputResolution:352,resnet101_w1_0,352,ResNet-101,1.0,628.2412723,2.4693877551020407,134.28849762278284,4.6782954863694535
Image Classification,Offline,75.17,903.6958618,RTX PRO 6000 Max-Q,inputResolution:352,resnet50_w1_0,352,ResNet-50,1.0,903.6958618,2.4693877551020407,237.64571803589408,3.8027020611560336
Image Classification,Offline,65.04,1711.580038,RTX PRO 6000 Max-Q,inputResolution:352,mobilenetv2_w1_0,352,MobileNetV2,1.0,1711.580038,2.4693877551020407,894.9383267302665,1.9125117193867467
Image Classification,Offline,77.49,651.350417,RTX PRO 6000 Max-Q,inputResolution:336,resnet101_w1_0,336,ResNet-101,1.0,651.350417,2.25,133.34538187087827,4.8846867275142625
Image Classification,Offline,75.02,923.1558558,RTX PRO 6000 Max-Q,inputResolution:336,resnet50_w1_0,336,ResNet-50,1.0,923.1558558,2.25,246.73222164642078,3.741529378043404
Image Classification,Offline,64.63,1587.616534,RTX PRO 6000 Max-Q,inputResolution:336,mobilenetv2_w1_0,336,MobileNetV2,1.0,1587.616534,2.25,859.7729418759617,1.8465532661866944
Image Classification,Offline,77.53,716.8536039,RTX PRO 6000 Max-Q,inputResolution:320,resnet101_w1_0,320,ResNet-101,1.0,716.8536039,2.0408163265306123,143.41313065177022,4.998521409037741
Image Classification,Offline,75.32,1013.575201,RTX PRO 6000 Max-Q,inputResolution:320,resnet50_w1_0,320,ResNet-50,1.0,1013.575201,2.0408163265306123,259.7740918408218,3.9017563060948914
Image Classification,Offline,65.69,1785.070327,RTX PRO 6000 Max-Q,inputResolution:320,mobilenetv2_w1_0,320,MobileNetV2,1.0,1785.070327,2.0408163265306123,939.4022249215633,1.9002193944655037
Image Classification,Offline,77.86,840.4448928,RTX PRO 6000 Max-Q,inputResolution:304,resnet101_w1_0,304,ResNet-101,1.0,840.4448928,1.8418367346938778,144.65738623599125,5.809899616386781
Image Classification,Offline,75.49,1194.732803,RTX PRO 6000 Max-Q,inputResolution:304,resnet50_w1_0,304,ResNet-50,1.0,1194.732803,1.8418367346938778,269.46122902496916,4.433783692455779
Image Classification,Offline,66.2,2198.981908,RTX PRO 6000 Max-Q,inputResolution:304,mobilenetv2_w1_0,304,MobileNetV2,1.0,2198.981908,1.8418367346938778,950.4664386959607,2.313581856732366
Image Classification,Offline,77.95,882.6223825,RTX PRO 6000 Max-Q,inputResolution:288,resnet101_w1_0,288,ResNet-101,1.0,882.6223825,1.6530612244897962,146.2904026192626,6.0333580788421575
Image Classification,Offline,75.47,1275.729205,RTX PRO 6000 Max-Q,inputResolution:288,resnet50_w1_0,288,ResNet-50,1.0,1275.729205,1.6530612244897962,272.01964899768865,4.689842111408797
Image Classification,Offline,66.86,2270.363259,RTX PRO 6000 Max-Q,inputResolution:288,mobilenetv2_w1_0,288,MobileNetV2,1.0,2270.363259,1.6530612244897962,966.5148027705442,2.3490206797577593
Image Classification,Offline,78.03,1004.367483,RTX PRO 6000 Max-Q,inputResolution:272,resnet101_w1_0,272,ResNet-101,1.0,1004.367483,1.4744897959183672,147.4337451366552,6.812331071621761
Image Classification,Offline,75.8,1450.062836,RTX PRO 6000 Max-Q,inputResolution:272,resnet50_w1_0,272,ResNet-50,1.0,1450.062836,1.4744897959183672,267.8902579200255,5.412898726734938
Image Classification,Offline,66.52,2794.635415,RTX PRO 6000 Max-Q,inputResolution:272,mobilenetv2_w1_0,272,MobileNetV2,1.0,2794.635415,1.4744897959183672,1015.6392498947569,2.751602417186602
Image Classification,Offline,78.33,1166.562264,RTX PRO 6000 Max-Q,inputResolution:256,resnet101_w1_0,256,ResNet-101,1.0,1166.562264,1.3061224489795917,151.6127851639525,7.694352839297104
Image Classification,Offline,75.82,1648.89799,RTX PRO 6000 Max-Q,inputResolution:256,resnet50_w1_0,256,ResNet-50,1.0,1648.89799,1.3061224489795917,282.22875311410536,5.842416733965263
Image Classification,Offline,67.15,2934.255682,RTX PRO 6000 Max-Q,inputResolution:256,mobilenetv2_w1_0,256,MobileNetV2,1.0,2934.255682,1.3061224489795917,974.5983379098589,3.0107333122410793
Image Classification,Offline,78.16,1261.855428,RTX PRO 6000 Max-Q,inputResolution:240,resnet101_w1_0,240,ResNet-101,1.0,1261.855428,1.1479591836734693,151.5273307998688,8.327576426899567
Image Classification,Offline,75.81,1836.953571,RTX PRO 6000 Max-Q,inputResolution:240,resnet50_w1_0,240,ResNet-50,1.0,1836.953571,1.1479591836734693,283.21760831979094,6.486014700490767
Image Classification,Offline,66.68,3138.578996,RTX PRO 6000 Max-Q,inputResolution:240,mobilenetv2_w1_0,240,MobileNetV2,1.0,3138.578996,1.1479591836734693,992.3732030765966,3.162700268678807
Image Classification,Offline,79.21,1352.117227,RTX PRO 6000 Max-Q,inputResolution:224,resnet101_w1_0,224,ResNet-101,1.0,1352.117227,1.0,152.51221330424528,8.86563244808908
Image Classification,Offline,76.88,2085.586081,RTX PRO 6000 Max-Q,inputResolution:224,resnet50_w1_0,224,ResNet-50,1.0,2085.586081,1.0,283.3347938108615,7.36085410813407
Image Classification,Offline,68.22,3623.488918,RTX PRO 6000 Max-Q,inputResolution:224,mobilenetv2_w1_0,224,MobileNetV2,1.0,3623.488918,1.0,1074.0172637320168,3.3737715773851047
Image Classification,Offline,77.71,1600.681933,RTX PRO 6000 Max-Q,inputResolution:208,resnet101_w1_0,208,ResNet-101,1.0,1600.681933,0.8622448979591837,153.54724512490023,10.424686758124214
Image Classification,Offline,75.54,2400.203017,RTX PRO 6000 Max-Q,inputResolution:208,resnet50_w1_0,208,ResNet-50,1.0,2400.203017,0.8622448979591837,289.54633005129915,8.289530095493712
Image Classification,Offline,65.41,4023.849592,RTX PRO 6000 Max-Q,inputResolution:208,mobilenetv2_w1_0,208,MobileNetV2,1.0,4023.849592,0.8622448979591837,1087.9606585766614,3.69852490554599
Image Classification,Offline,76.92,1903.729708,RTX PRO 6000 Max-Q,inputResolution:192,resnet101_w1_0,192,ResNet-101,1.0,1903.729708,0.7346938775510203,156.6245176343301,12.15473628748611
Image Classification,Offline,74.79,2946.621244,RTX PRO 6000 Max-Q,inputResolution:192,resnet50_w1_0,192,ResNet-50,1.0,2946.621244,0.7346938775510203,294.7103817538946,9.9983625499174
Image Classification,Offline,64.82,5369.409871,RTX PRO 6000 Max-Q,inputResolution:192,mobilenetv2_w1_0,192,MobileNetV2,1.0,5369.409871,0.7346938775510203,1085.8700627099408,4.944799617736845
Image Classification,Offline,76.34,2015.852313,RTX PRO 6000 Max-Q,inputResolution:176,resnet101_w1_0,176,ResNet-101,1.0,2015.852313,0.6173469387755102,154.8718857372746,13.016257298110915
Image Classification,Offline,73.53,3151.05737,RTX PRO 6000 Max-Q,inputResolution:176,resnet50_w1_0,176,ResNet-50,1.0,3151.05737,0.6173469387755102,294.47464187174165,10.700606850122062
Image Classification,Offline,64.02,5415.840671,RTX PRO 6000 Max-Q,inputResolution:176,mobilenetv2_w1_0,176,MobileNetV2,1.0,5415.840671,0.6173469387755102,1011.1466429726696,5.3561377161654535
Image Classification,Offline,75.09,2234.850838,RTX PRO 6000 Max-Q,inputResolution:160,resnet101_w1_0,160,ResNet-101,1.0,2234.850838,0.5102040816326531,157.91171681474663,14.152533346349495
Image Classification,Offline,72.4,3562.686846,RTX PRO 6000 Max-Q,inputResolution:160,resnet50_w1_0,160,ResNet-50,1.0,3562.686846,0.5102040816326531,295.5446210672528,12.054649592791238
Image Classification,Offline,61.85,6295.377207,RTX PRO 6000 Max-Q,inputResolution:160,mobilenetv2_w1_0,160,MobileNetV2,1.0,6295.377207,0.5102040816326531,1088.073456343904,5.785801657319578
Image Classification,Offline,72.72,2565.517686,RTX PRO 6000 Max-Q,inputResolution:144,resnet101_w1_0,144,ResNet-101,1.0,2565.517686,0.41326530612244905,157.1733856098804,16.322850564330682
Image Classification,Offline,70.19,4311.839414,RTX PRO 6000 Max-Q,inputResolution:144,resnet50_w1_0,144,ResNet-50,1.0,4311.839414,0.41326530612244905,297.7691061445452,14.480479421887763
Image Classification,Offline,58.76,8337.098652,RTX PRO 6000 Max-Q,inputResolution:144,mobilenetv2_w1_0,144,MobileNetV2,1.0,8337.098652,0.41326530612244905,1130.5820747430816,7.374164899876516
Image Classification,Offline,69.79,2833.755952,RTX PRO 6000 Max-Q,inputResolution:128,resnet101_w1_0,128,ResNet-101,1.0,2833.755952,0.32653061224489793,158.74020524656763,17.851532619593065
Image Classification,Offline,66.87,5101.670244,RTX PRO 6000 Max-Q,inputResolution:128,resnet50_w1_0,128,ResNet-50,1.0,5101.670244,0.32653061224489793,299.1475837763055,17.054024570744623
Image Classification,Offline,54.45,9881.790846,RTX PRO 6000 Max-Q,inputResolution:128,mobilenetv2_w1_0,128,MobileNetV2,1.0,9881.790846,0.32653061224489793,1100.721726505099,8.977555914495909
Image Classification,Offline,65.36,3328.464273,RTX PRO 6000 Max-Q,inputResolution:112,resnet101_w1_0,112,ResNet-101,1.0,3328.464273,0.25,160.8282060247828,20.69577442458757
Image Classification,Offline,62.46,5535.11034,RTX PRO 6000 Max-Q,inputResolution:112,resnet50_w1_0,112,ResNet-50,1.0,5535.11034,0.25,312.51712584083447,17.711382456585888
Image Classification,Offline,48.95,11911.94957,RTX PRO 6000 Max-Q,inputResolution:112,mobilenetv2_w1_0,112,MobileNetV2,1.0,11911.94957,0.25,1141.7965287140755,10.432637751505153
Image Classification,Offline,56.85,3654.040811,RTX PRO 6000 Max-Q,inputResolution:96,resnet101_w1_0,96,ResNet-101,1.0,3654.040811,0.18367346938775508,160.6220708022541,22.749307070624077
Image Classification,Offline,54.12,6366.788572,RTX PRO 6000 Max-Q,inputResolution:96,resnet50_w1_0,96,ResNet-50,1.0,6366.788572,0.18367346938775508,309.46722046576747,20.573385970952227
Image Classification,Offline,39.67,13528.59107,RTX PRO 6000 Max-Q,inputResolution:96,mobilenetv2_w1_0,96,MobileNetV2,1.0,13528.59107,0.18367346938775508,1080.6795110894798,12.518596800601172
Image Classification,Offline,46.83,3978.536861,RTX PRO 6000 Max-Q,inputResolution:80,resnet101_w1_0,80,ResNet-101,1.0,3978.536861,0.12755102040816327,162.4601469236964,24.489309755878914
Image Classification,Offline,43.82,7076.307867,RTX PRO 6000 Max-Q,inputResolution:80,resnet50_w1_0,80,ResNet-50,1.0,7076.307867,0.12755102040816327,311.6027917598434,22.709385326861288
Image Classification,Offline,29.53,16419.96694,RTX PRO 6000 Max-Q,inputResolution:80,mobilenetv2_w1_0,80,MobileNetV2,1.0,16419.96694,0.12755102040816327,1124.5501716377873,14.601364486998449
Image Classification,Offline,31.73,4213.94847,RTX PRO 6000 Max-Q,inputResolution:64,resnet101_w1_0,64,ResNet-101,1.0,4213.94847,0.08163265306122448,161.9971537877666,26.01248461143162
Image Classification,Offline,29.2,7699.307816,RTX PRO 6000 Max-Q,inputResolution:64,resnet50_w1_0,64,ResNet-50,1.0,7699.307816,0.08163265306122448,317.44569591156375,24.253936705271716
Image Classification,Offline,16.8,18246.18039,RTX PRO 6000 Max-Q,inputResolution:64,mobilenetv2_w1_0,64,MobileNetV2,1.0,18246.18039,0.08163265306122448,1176.0569551681974,15.514708118358492
Image Classification,Offline,16.08,4351.713639,RTX PRO 6000 Max-Q,inputResolution:48,resnet101_w1_0,48,ResNet-101,1.0,4351.713639,0.04591836734693877,162.5521095248129,26.771191414995013
Image Classification,Offline,14.06,8090.485073,RTX PRO 6000 Max-Q,inputResolution:48,resnet50_w1_0,48,ResNet-50,1.0,8090.485073,0.04591836734693877,320.80078147352674,25.219655126269217
Image Classification,Offline,6.87,20339.1911,RTX PRO 6000 Max-Q,inputResolution:48,mobilenetv2_w1_0,48,MobileNetV2,1.0,20339.1911,0.04591836734693877,1197.2079367779581,16.98885421252619
